#																			
#   VizieR Astronomical Server vizier.u-strasbg.fr																			
#    Date: 2019-08-16T00:14:18 [V1.99+ (14-Oct-2013)]																			
"#   In case of problem, please report to:"""	cds-question@unistra.fr																		
234.7398247	-57.7075828	4992	HIP76629 	K0 V k              	0.817	5.142689947	25.15	0.792	                 	-4.155569219	HIP76629        	234.73982	-57.70758	4453	HIP76629        	HD 139084                	15 38 57.5579600831 -57 42 27.297738209	K0V              	0
234.7633036	43.8665106	1651	HD139907 	G5                  	0.658	4.157016753	12.63	                 	0.17	-4.883390655	HD139907        	234.7633	43.86651	4454	HD139907        	HD 139907                	15 39 03.1928383082 +43 51 59.437873356	G5               	0
234.9675708	-36.4351633	1024	HD139503 	G1V                 	0.627	3.235206962	9.1	0.136	                 	-5.069662605	HD139503        	234.96757	-36.43516	4455	HD139503        	HD 139503                	15 39 52.2169868457 -36 26 06.588219467	G1V              	0
234.9855994	-59.9083358	5735	HIP76716 	F6 IV               	0.505	3.498700078	32.34	0.156	                 	-4.845053306	HIP76716        	234.9856	-59.90834	4456	HIP76716        	HD 139211                	15 39 56.5438893067 -59 54 30.008916893	F6IV             	0
235.0952869	54.9596903	1763	HD140296 	G5                  	0.605	4.375187274	13.71	                 	0.247	-4.563291034	HD140296        	235.09529	54.95969	4457	HD140296        	HD 140296                	15 40 22.8688502166 +54 57 34.884503607	G5               	0
235.1440419	-18.0490267	6397	HIP76779 	K6 V k              	1.296	7.935919443	63.56	1.728	                 	-4.361795924	HIP76779        	235.14404	-18.04903	4458	HIP76779        	HD 139763                	15 40 34.5700419321 -18 02 56.495926392	K6Vk             	0
235.1440419	-18.0490267	6398	HD139763 	K6Vk                	1.296	7.935919443	63.56	                 	1.405	-4.45522914	HD139763        	235.14404	-18.04903	4459	HD139763        	HD 139763                	15 40 34.5700419321 -18 02 56.495926392	K6Vk             	0
235.1885503	-32.8664903	954	HIP76793 	K2.5 V (k)          	0.973	6.577468566	35.44	0.507	                 	-4.558397654	HIP76793        	235.18855	-32.86649	4460	HIP76793        	HD 139696                	15 40 45.2520811283 -32 51 59.365371900	K2.5Vk:          	0
235.23066	-8.9985653	599	HD139879 	G0                  	0.623	4.227901448	17.93	                 	0.152	-4.953155493	HD139879        	235.23066	-8.99857	4461	HD139879        	HD 139879                	15 40 55.3584277603 -08 59 54.835435557	G3V              	0
235.7994244	-44.7200867	6734	HIP76990 	K2.5 V (k)          	0.985	5.900813235	27.3	0.459	                 	-4.62272881	HIP76990        	235.79942	-44.72009	4462	HIP76990        	HD 140011                	15 43 11.86184 -44 43 12.3123          	K2.5Vk:          	0
236.0075789	2.5151669	5367	HD140538 	G2.5V               	0.684	5.027647909	68.16	0.195	                 	-4.79966645	HD140538        	236.00758	2.51517	4463	HD140538        	* psi Ser                	15 44 01.8189306784 +02 30 54.600773948	G2.5V            	0
236.0075789	2.5151669	5368	HIP77052 	G2.5V               	0.684	5.027647909	68.16	0.197571429	0.198	-4.788428956	HIP77052        	236.00758	2.51517	4464	HIP77052        	* psi Ser                	15 44 01.8189306784 +02 30 54.600773948	G2.5V            	0
236.0075789	2.5151669	5369	HD140538A	tmp                 	0.684	5.027647909	68.16	                 	0.210841379	-4.743365283	HD140538        	236.00758	2.51517	4465	HD140538        	* psi Ser                	15 44 01.8189306784 +02 30 54.600773948	G2.5V            	0
236.2810389	28.4699286	1547	HD140913 	G0V                 	0.612	4.655530297	20.85	                 	0.305857143	-4.436450752	HD140913        	236.28104	28.46993	4466	HD140913        	HD 140913                	15 45 07.4493001052 +28 28 11.743016199	G0V              	0
236.3067297	-63.1319753	4930	HIP77158 	K0 V                	0.763	5.955697049	26.13	0.15	                 	-5.086966593	HIP77158        	236.30673	-63.13198	4467	HIP77158        	HD 140045                	15 45 13.6151220976 -63 07 55.110567442	K0V              	0
236.6020903	36.4460033	1631	HD141186 	F5                  	0.480000019	2.951381449	      	                 	0.14175	-4.929917509	HD141186        	236.60209	36.446	4468	HD141186        	HD 141186                	15 46 24.5016611308 +36 26 45.612072325	F5               	0
236.6108933	7.3530672	5741	HD141004 	G0IV-V              	0.604	4.069137406	85.08	0.166	                 	-4.857979001	HD141004        	236.61089	7.35307	4469	HD141004        	* lam Ser                	15 46 26.6144291449 +07 21 11.041647444	G0-V             	0
236.6108933	7.3530672	5742	HD141004 	G0-V                	0.610000134	4.001743338	82.48	0.156431562	0.1551	-4.92379294	HD141004        	236.61089	7.35307	4470	HD141004        	* lam Ser                	15 46 26.6144291449 +07 21 11.041647444	G0-V             	0
236.6108933	7.3530672	5743	HD141004 	G0IV-V              	0.604	4.069137406	85.08	                 	0.159874194	-4.891243101	HD141004        	236.61089	7.35307	4471	HD141004        	* lam Ser                	15 46 26.6144291449 +07 21 11.041647444	G0-V             	0
236.6108933	7.3530672	5744	HIP77257 	G0IV-V              	0.604	4.069137406	85.08	0.16	0.1605	-4.887725627	HIP77257        	236.61089	7.35307	4472	HIP77257        	* lam Ser                	15 46 26.6144291449 +07 21 11.041647444	G0-V             	0
236.6793153	-43.2360853	6735	HD140690 	G5V                 	0.659	4.66404376	20.74	0.177	                 	-4.851260643	HD140690        	236.67932	-43.23609	4473	HD140690        	HD 140690                	15 46 43.0356533951 -43 14 09.906504408	G5V              	1
236.7242231	46.9862614	1654	HIP77301 	K0                  	0.77	4.408242148	27.52	0.1375	0.1375	-5.175257862	HIP77301        	236.72422	46.98626	4474	HIP77301        	HD 141399                	15 46 53.8135343869 +46 59 10.540785912	K0               	0
236.7242231	46.9862614	1655	HD141399 	K0                  	0.77	4.408242148	27.52	                 	0.160785714	-5.033345651	HD141399        	236.72422	46.98626	4475	HD141399        	HD 141399                	15 46 53.8135343869 +46 59 10.540785912	K0               	0
236.7508047	-62.7965517	4931	HIP77310 	F6 V                	0.497	4.107002704	25.2	0.21	                 	-4.594111588	HIP77310        	236.7508	-62.79655	4476	HIP77310        	HD 140408                	15 47 00.1931435834 -62 47 47.586390459	F6V              	0
236.8035897	-42.2047231	1090	HD140785 	G5V                 	0.66	3.616182748	17.67	0.153	                 	-4.977608072	HD140785        	236.80359	-42.20472	4477	HD140785        	HD 140785                	15 47 12.8615149987 -42 12 17.003451150	G5V              	0
236.8212061	-0.2699111	3701	HD141103 	F5                  	0.512	3.521948755	20.72	                 	0.144333333	-4.927078241	HD141103        	236.82121	-0.26991	4478	HD141103        	HD 141103                	15 47 17.0894486722 -00 16 11.680433197	F6V              	0
236.8212061	-0.2699111	3702	HIP77335 	F5                  	0.512	3.521948755	20.72	0.146	0.146	-4.915054584	HIP77335        	236.82121	-0.26991	4479	HIP77335        	HD 141103                	15 47 17.0894486722 -00 16 11.680433197	F6V              	0
236.8712528	-37.9163117	5738	HD140901 	G7IV                	0.715	5.094519197	65.6	0.234	                 	-4.703170039	HD140901        	236.87125	-37.91631	4480	HD140901        	HD 140901                	15 47 29.1006767984 -37 54 58.722306957	G7IV             	0
236.8712528	-37.9163117	5739	HD140901 	G7IV                	0.715	5.094519197	65.6	0.182787095	0.182301584	-4.880018965	HD140901        	236.87125	-37.91631	4481	HD140901        	HD 140901                	15 47 29.1006767984 -37 54 58.722306957	G7IV             	0
236.8712528	-37.9163117	5740	HIP77358 	G7 IV-V             	0.715	5.094519197	65.6	0.208	                 	-4.783163306	HIP77358        	236.87125	-37.91631	4482	HIP77358        	HD 140901                	15 47 29.1006767984 -37 54 58.722306957	G7IV             	0
237.03943	1.5717417	3711	HD141272 	G8V                 	0.801	5.793084432	46.84	                 	0.429	-4.443956665	HD141272        	237.03943	1.57174	4483	HD141272        	HD 141272                	15 48 09.4631713406 +01 34 18.270084754	K0V              	0
237.03943	1.5717417	3712	HIP77408 	G8V                 	0.801	5.793084432	46.84	0.476	0.476	-4.389684024	HIP77408        	237.03943	1.57174	4484	HIP77408        	HD 141272                	15 48 09.4631713406 +01 34 18.270084754	K0V              	0
237.1489386	-65.2333769	4928	HD140643 	K2IV-V              	0.898	5.818040528	29.35	                 	0.293	-4.763869077	HD140643        	237.14894	-65.23338	4485	HD140643        	HD 140643                	15 48 35.7452398645 -65 14 00.156675463	K2IV-V           	0
237.1489386	-65.2333769	4929	HIP77444 	K2 IV-V             	0.898	5.818040528	29.35	0.179	                 	-5.077891783	HIP77444        	237.14894	-65.23338	4486	HIP77444        	HD 140643                	15 48 35.7452398645 -65 14 00.156675463	K2IV-V           	0
237.4636269	-27.8818817	856	HD141382 	G1V                 	0.586	2.862103518	6.83	0.153	                 	-4.918088181	HD141382        	237.46363	-27.88188	4487	HD141382        	HD 141382                	15 49 51.2704350549 -27 52 54.774111233	G1V              	0
237.50254	-14.0511533	632	HD141514 	F8V                 	0.588	4.02919464	15.13	                 	0.152	-4.925872294	HD141514        	237.50254	-14.05115	4488	HD141514        	HD 141514                	15 50 00.6095716948 -14 03 04.152285746	F8V              	0
237.7717956	-30.0864344	878	HD141599 	G6V                 	0.757	4.858243783	21.56	                 	0.209	-4.822117035	HD141599        	237.7718	-30.08643	4489	HD141599        	HD 141599                	15 51 05.2309416559 -30 05 11.163553742	G6V              	0
237.9860217	-9.4692617	3645	HIP77707 	K0 V (k)            	0.883	6.158799182	27.91	0.463	                 	-4.498950549	HIP77707        	237.98602	-9.46926	4490	HIP77707        	V* KY Lib                	15 51 56.6452080062 -09 28 09.342034348	K0Vk:            	0
238.0580189	-34.1218211	964	HD141815 	F7V+...             	0.542	3.211386483	13.01	                 	0.129	-5.073556241	HD141815        	238.05802	-34.12182	4491	HD141815        	HD 141815                	15 52 13.9245314905 -34 07 18.555541623	F7V(+F)          	0
238.0731172	-18.4360539	654	HIP77740 	G1V                 	0.628	4.627629575	29.89	0.168714286	0.169	-4.862423767	HIP77740        	238.07312	-18.43605	4492	HIP77740        	HD 141937                	15 52 17.5481365464 -18 26 09.793876507	G1V              	1
238.0731172	-18.4360539	655	HD141937 	G1V                 	0.628	4.627629575	29.89	                 	0.209733333	-4.695184658	HD141937        	238.07312	-18.43605	4493	HD141937        	HD 141937                	15 52 17.5481365464 -18 26 09.793876507	G1V              	1
238.0731172	-18.4360539	656	HIP77740 	G1 V                	0.628	4.627629575	29.89	0.171	                 	-4.852520997	HIP77740        	238.07312	-18.43605	4494	HIP77740        	HD 141937                	15 52 17.5481365464 -18 26 09.793876507	G1V              	1
238.1406225	-1.9063286	3699	HD142072 	G5V                 	0.67	4.757380451	24.07	                 	0.31	-4.483561065	HD142072        	238.14062	-1.90633	4495	HD142072        	HD 142072                	15 52 33.7494008456 -01 54 22.782518327	G6V              	0
238.1689214	42.4515142	5745	HD142373 	F8VFe-2Hdel-1       	0.570000172	3.613943455	62.92	0.145866074	0.1457	-4.954641244	HD142373        	238.16892	42.45151	4496	HD142373        	* chi Her                	15 52 40.5411372117 +42 27 05.451105113	F8VFe-2Hdel-1    	0
238.1689214	42.4515142	5746	HIP77760 	G0V_Fe-0.8          	0.563	3.599458423	63.08	0.139454545	0.14	-4.991749293	HIP77760        	238.16892	42.45151	4497	HIP77760        	* chi Her                	15 52 40.5411372117 +42 27 05.451105113	F8VFe-2Hdel-1    	0
238.1689214	42.4515142	5747	HD142373 	G0V_Fe-0.8          	0.563	3.599458423	63.08	                 	0.160188679	-4.858290438	HD142373        	238.16892	42.45151	4498	HD142373        	* chi Her                	15 52 40.5411372117 +42 27 05.451105113	F8VFe-2Hdel-1    	0
238.26865	53.8710283	1761	HIP77790 	K0                  	0.835	5.907815291	33.54	0.259	0.259	-4.766382084	HIP77790        	238.26865	53.87103	4499	HIP77790        	HD 142626                	15 53 04.4759876932 +53 52 15.701683340	K0               	0
238.26865	53.8710283	1762	HD142626 	K0                  	0.835	5.907815291	33.54	                 	0.300666667	-4.677995548	HD142626        	238.26865	53.87103	4500	HD142626        	HD 142626                	15 53 04.4759876932 +53 52 15.701683340	K0               	0
238.3004042	13.1966231	1526	HD142267 	G1VFe-1             	0.590000153	4.923619746	57.64	0.173921818	0.1742	-4.805830515	HD142267        	238.3004	13.19662	4501	HD142267        	* 39 Ser                 	15 53 12.0969759597 +13 11 47.842699872	G1VFe-1          	0
238.3004042	13.1966231	1527	HIP77801 	G0V                 	0.598	4.859635916	57.27	0.18075	0.182	-4.776563957	HIP77801        	238.3004	13.19662	4502	HIP77801        	* 39 Ser                 	15 53 12.0969759597 +13 11 47.842699872	G1VFe-1          	0
238.3004042	13.1966231	1528	HD142267 	G0V                 	0.598	4.859635916	57.27	                 	0.171388889	-4.825838069	HD142267        	238.3004	13.19662	4503	HD142267        	* 39 Ser                 	15 53 12.0969759597 +13 11 47.842699872	G1VFe-1          	0
238.3333758	4.2532494	3713	HIP77810 	G5                  	0.627	5.041725777	24.68	0.325166667	0.327	-4.410926003	HIP77810        	238.33338	4.25325	4504	HIP77810        	HD 142229                	15 53 20.0102010248 +04 15 11.698233246	G5V              	0
238.3333758	4.2532494	3714	HD142229 	G5                  	0.627	5.041725777	24.68	                 	0.3678	-4.34395077	HD142229        	238.33338	4.25325	4505	HD142229        	HD 142229                	15 53 20.0102010248 +04 15 11.698233246	G5V              	0
238.3952906	16.0749344	1529	HD142357 	F5II-III            	0.410000324	1.336262088	10.55	0.483480769	0.4935	-4.030940661	HD142357        	238.39529	16.07493	4506	HD142357        	HD 142357                	15 53 34.8697277133 +16 04 29.764306244	F5.5IV+          	1
238.66012	-26.0041806	830	HIP77908 	K5- V (k)           	1.234	7.180235038	39.45	0.809	                 	-4.636709384	HIP77908        	238.66012	-26.00418	4507	HIP77908        	HD 142288                	15 54 38.4287970057 -26 00 15.049513076	K5V              	0
238.66012	-26.0041806	831	HIP77908 	tmp                 	1.234	7.180235038	39.45	                 	1.0666	-4.5083094	HIP77908        	238.66012	-26.00418	4508	HIP77908        	HD 142288                	15 54 38.4287970057 -26 00 15.049513076	K5V              	0
238.7020856	-65.9012133	4927	HD141747 	G2V                 	0.621	4.113002196	20.54	0.214	                 	-4.674679693	HD141747        	238.70209	-65.90121	4509	HD141747        	HD 141747                	15 54 48.5005082502 -65 54 04.367613727	G2V              	1
238.9482822	37.9469556	1627	HD142908 	F0IV                	0.346000195	2.330477901	24.06	0.387166667	0.38225	-4.148497133	HD142908        	238.94828	37.94696	4510	HD142908        	* lam CrB                	15 55 47.5877409266 +37 56 49.039703238	F2IV-V           	0
238.9812619	-58.6837203	4942	HD142137 	G0V                 	0.629	2.817159043	9.45	0.152	                 	-4.958002023	HD142137        	238.98126	-58.68372	4511	HD142137        	HD 142137                	15 55 55.5028713640 -58 41 01.393274476	G0V              	0
