#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-06-20T14:02:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d0b8d99052c	
#INFO	-out.max=unlimited	
#INFO	queryParameters=35	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-nav=cat:J/A+A/612/A99&tab:{J/A+A/612/A99/ic2602}&key:source=J/A+A/612/A99/ic2391&HTTPPRM:&&-ref=VIZ5d0b8d99052c&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=CName&-out=Cluster&-out=Inst&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=[Fe/H]&-out=e_[Fe/H]&-out=l_EWLi&-out=EWLi&-out=e_EWLi&-out=f_EWLi&-out=Gamma&-out=e_Gamma&-out=RV&-out=e_RV&-out=MembPA&-out=MembPB&-out=ID&-out=_RA&-out=_DE&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/612/A99/ic2391&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source= J/A+A/612/A99/ic2602
#-out=CName
#-out=Cluster
#-out=Inst
#-out=Teff
#-out=e_Teff
#-out=logg
#-out=e_logg
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=l_EWLi
#-out=EWLi
#-out=e_EWLi
#-out=f_EWLi
#-out=Gamma
#-out=e_Gamma
#-out=RV
#-out=e_RV
#-out=MembPA
#-out=MembPB
#-out=ID
#-out=_RA
#-out=_DE
#-out.src=J/A+A/612/A99/ic2391
#

#RESOURCE=yCat_36120099
#Name: J/A+A/612/A99
#Title: Gaia-ESO Survey in 7 open star cluster fields (Randich+, 2018)
#Table	J_A_A_612_A99_ic2602:
#Name: J/A+A/612/A99/ic2602
#Title: Parameters for IC2602
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	CName	(A16)	Star ID (HHMMSSss+DDMMSSs)	[ucd=meta.id;meta.main]
#Column	Cluster	(A7)	Cluster name	[ucd=meta.id.parent]
#Column	Inst	(A7)	Intrument XX	[ucd=meta.note]
#Column	Teff	(I5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I4)	? Effective temperature error [NULL integer written as an empty string]	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F8.3)	? 10-logarithm surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F8.3)	? 10-logarithm surface gravity error	[ucd=stat.error]
#Column	[Fe/H]	(F8.3)	? Metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]	(F8.3)	? Metallicity error	[ucd=stat.error;phys.abund.Fe]
#Column	l_EWLi	(A1)	[<] Upper limit flag on EWLi	[ucd=meta.code.error]
#Column	EWLi	(F8.3)	? Lithium line equivalent width	[ucd=spect.line.eqWidth]
#Column	e_EWLi	(F8.3)	? Lithium line equivalent width error	[ucd=stat.error]
#Column	f_EWLi	(I4)	[0/3]? Flag for lithium line equivalent width (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(F8.3)	? Gamma index	[ucd=meta.code;spect.index;em.gamma]
#Column	e_Gamma	(F8.3)	? Gamma index error	[ucd=stat.error]
#Column	RV	(F8.3)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F8.3)	? Radial velocity error	[ucd=stat.error]
#Column	MembPA	(F6.3)	? Membership probability: population A	[ucd=stat.probability]
#Column	MembPB	(F6.3)	? Membership probability: population B	[ucd=stat.probability]
#Column	ID	(I4)	Sequential ID number	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from CName (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from CName (declination part)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;CName;Cluster;Inst;Teff;e_Teff;logg;e_logg;[Fe/H];e_[Fe/H];l_EWLi;EWLi;e_EWLi;f_EWLi;Gamma;e_Gamma;RV;e_RV;MembPA;MembPB;ID;_RA;_DE
161.3127500;-64.8061111;10451506-6448220; IC2602;GIRAFFE; 3437; 115;   4.639;   0.126;  -0.260;        ; ; 112.500;        ;   0;   0.839;   0.008;  19.282;   0.832; 0.913;      ; 887;161.31275;-64.80611
161.3185000;-63.4902222;10451644-6329248; IC2602;GIRAFFE; 4655;  32;   2.412;   0.107;  -0.070;   0.044;<;  30.300;        ;   3;   1.021;   0.002; -32.910;   0.240;      ;      ; 888;161.31850;-63.49022
161.3195000;-64.3138056;10451668-6418497; IC2602;GIRAFFE; 4931;  92;   2.909;   0.180;   0.006;   0.065;<;  33.200;   0.950;   3;   1.011;   0.001;   8.160;   0.241;      ;      ; 889;161.31950;-64.31381
161.3226250;-64.9453889;10451743-6456434; IC2602;GIRAFFE; 3411; 106;   4.634;   0.151;  -0.250;        ; ; 123.000;        ;   0;   0.845;   0.007;  17.750;   0.256; 0.958;      ; 890;161.32262;-64.94539
161.3240000;-64.0326111;10451776-6401574; IC2602;GIRAFFE; 4922; 209;   2.526;        ;  -0.074;   0.132;<;  18.200;        ;   3;   1.015;   0.002;  -0.562;   0.240;      ;      ; 891;161.32400;-64.03261
161.3272500;-64.4483333;10451854-6426540; IC2602;GIRAFFE; 3461;  82;   4.346;        ;  -0.260;        ;<; 100.000;        ;   3;   0.833;   0.006;  16.993;   0.316; 0.932;      ; 892;161.32725;-64.44833
161.3272917;-63.5406944;10451855-6332265; IC2602;GIRAFFE; 4068;  92;   4.472;   0.122;  -0.061;   0.103;<;  17.200;        ;   3;   0.876;   0.002;  17.650;   0.240; 0.956;      ; 893;161.32729;-63.54069
161.3336667;-63.9241944;10452008-6355271; IC2602;GIRAFFE; 4966;  40;   3.317;   0.047;   0.066;   0.018;<;  21.700;        ;   3;   1.006;   0.002;  46.714;   0.241;      ;      ; 894;161.33367;-63.92419
161.3338333;-63.4144444;10452012-6324520; IC2602;GIRAFFE; 4862;  14;   2.755;   0.092;   0.048;   0.003;<;  34.000;        ;   3;   1.010;   0.002;   9.070;   0.240;      ;      ; 895;161.33383;-63.41444
161.3526667;-63.5014722;10452464-6330053; IC2602;GIRAFFE; 4529; 126;   2.690;        ;   0.037;   0.005;<;  50.600;        ;   3;   1.032;   0.002; -45.263;   0.240;      ;      ; 896;161.35267;-63.50147
161.3533750;-65.0478611;10452481-6502523; IC2602;GIRAFFE; 4604; 168;   4.476;        ;   0.008;   0.128;<;  36.900;        ;   3;   1.022;   0.002;  30.582;   0.240;      ;      ; 897;161.35337;-65.04786
161.3547917;-63.4454722;10452515-6326437; IC2602;GIRAFFE; 4640;    ;   4.388;        ;   0.029;        ;<;  46.900;        ;   3;   1.021;   0.002;  35.927;   0.240;      ;      ; 898;161.35479;-63.44547
161.3565833;-64.3286111;10452558-6419430; IC2602;GIRAFFE; 3393;  70;   4.657;   0.113;  -0.260;        ;<; 100.000;        ;   3;   0.839;   0.010;  16.751;   0.640; 0.921;      ; 899;161.35658;-64.32861
161.3566667;-63.5629167;10452560-6333465; IC2602;GIRAFFE; 4381; 208;   2.789;        ;   0.151;   0.106;<;  43.400;        ;   3;   1.026;   0.002;  12.416;   0.240;      ;      ; 900;161.35667;-63.56292
161.3612083;-64.3766944;10452669-6422361; IC2602;GIRAFFE; 4886; 228;   4.423;        ;  -0.175;   0.243;<;  15.500;        ;   3;   1.017;   0.003; -42.894;   0.241;      ;      ; 901;161.36121;-64.37669
161.3685833;-64.0045556;10452846-6400164; IC2602;GIRAFFE; 5041; 106;   2.823;        ;  -0.007;   0.005; ;  43.933;   6.287;   0;   1.030;   0.003;  44.835;   0.242;      ;      ; 902;161.36858;-64.00456
161.3686250;-64.8698333;10452847-6452114; IC2602;GIRAFFE; 4637;    ;   3.927;        ;  -0.506;        ; ;  70.133;   2.287;   0;   1.020;   0.003;  59.583;   0.241;      ;      ; 903;161.36862;-64.86983
161.3700417;-64.7855278;10452881-6447079; IC2602;GIRAFFE; 4731;  99;   2.544;   0.153;  -0.053;   0.147;<;  29.600;        ;   3;   1.014;   0.004;  31.012;   0.242;      ;      ; 904;161.37004;-64.78553
161.3711667;-63.9279444;10452908-6355406; IC2602;GIRAFFE; 4866; 110;   2.661;   0.133;  -0.026;   0.053;<;  30.200;        ;   3;   1.020;   0.003;  -9.737;   0.241;      ;      ; 905;161.37117;-63.92794
161.3743333;-64.7484167;10452984-6444543; IC2602;GIRAFFE; 3266;  88;   4.538;        ;  -0.260;        ; ; 385.200;  12.740;   0;   0.874;   0.016;  16.436;   0.371; 0.885;      ; 906;161.37433;-64.74842
161.3800000;-63.3861944;10453120-6323103; IC2602;GIRAFFE; 4864; 160;   3.060;        ;  -0.056;   0.101; ;  37.000;        ;   0;   1.022;   0.002; -27.015;   0.240;      ;      ; 907;161.38000;-63.38619
161.3805833;-64.8652500;10453134-6451549; IC2602;GIRAFFE; 4973;  39;   2.698;   0.091;  -0.131;   0.046; ;  17.300;        ;   0;   1.018;   0.003; -18.562;   0.242;      ;      ; 908;161.38058;-64.86525
161.3807500;-63.9391944;10453138-6356211; IC2602;GIRAFFE; 4844;  69;   2.672;   0.087;   0.011;   0.001;<;  38.300;        ;   3;   1.019;   0.003;   1.129;   0.241;      ;      ; 909;161.38075;-63.93919
161.3816250;-64.7629444;10453159-6445466; IC2602;GIRAFFE; 3648;  88;   4.580;   0.176;  -0.210;        ; ;  87.400;        ;   0;   0.809;   0.007;  42.359;   0.279; 0.057;      ; 910;161.38162;-64.76294
161.3966667;-63.4546944;10453520-6327169; IC2602;GIRAFFE; 5020; 172;   4.254;        ;  -0.160;   0.215;<;  22.100;        ;   3;   1.022;   0.003; -14.463;   0.241;      ;      ; 911;161.39667;-63.45469
161.4041667;-64.7632222;10453700-6445476; IC2602;GIRAFFE; 4572; 171;   2.362;        ;  -0.103;   0.095;<;  24.400;        ;   3;   1.075;   0.003; -12.632;   0.241;      ;      ; 912;161.40417;-64.76322
161.4049167;-64.3650556;10453718-6421542; IC2602;GIRAFFE; 5140;    ;   3.260;        ;   0.130;        ;<;  23.800;   6.300;   3;   1.013;   0.002;  25.518;   0.240;      ;      ; 913;161.40492;-64.36506
161.4049583;-64.2691111;10453719-6416088; IC2602;GIRAFFE; 3542;  31;   4.700;        ;  -0.240;        ; ; 101.400;        ;   0;   0.841;   0.004;  15.331;   0.252; 0.698;      ; 914;161.40496;-64.26911
161.4096667;-63.4829167;10453832-6328585; IC2602;GIRAFFE; 4619;  59;   2.461;   0.115;   0.027;   0.049;<;  45.700;        ;   3;   1.015;   0.002;   7.682;   0.240;      ;      ; 915;161.40967;-63.48292
161.4126250;-64.2174722;10453903-6413029; IC2602;GIRAFFE; 3388; 137;   4.449;        ;  -0.270;        ; ;  75.100;        ;   0;   0.696;   0.005;  16.909;   0.584; 0.927;      ; 916;161.41262;-64.21747
161.4146667;-64.2092778;10453952-6412334; IC2602;GIRAFFE; -999;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ;        ;        ;      ;      ; 917;161.41467;-64.20928
161.4178333;-63.4903889;10454028-6329254; IC2602;GIRAFFE; 4947;  80;   2.765;   0.111;  -0.016;   0.038;<;  32.300;        ;   3;   1.020;   0.003;  12.015;   0.241;      ;      ; 918;161.41783;-63.49039
161.4184583;-63.8020278;10454043-6348073; IC2602;GIRAFFE; 5002; 108;   4.473;        ;  -0.036;   0.053; ;  43.467;   5.605;   0;   1.022;   0.003;  -8.018;   0.241;      ;      ; 919;161.41846;-63.80203
161.4210417;-64.2231944;10454105-6413235; IC2602;GIRAFFE; 5135;    ;   4.314;        ;   0.000;        ; ;  20.400;        ;   0;   1.010;   0.002; -23.538;   0.241;      ;      ; 920;161.42104;-64.22319
161.4257917;-64.9623889;10454219-6457446; IC2602;GIRAFFE; 4684;  40;   2.658;   0.172;  -0.052;   0.018;<;  44.300;        ;   3;   1.006;   0.004;   8.449;   0.242;      ;      ; 921;161.42579;-64.96239
161.4260833;-63.8221667;10454226-6349198; IC2602;GIRAFFE; 4577;    ;   2.580;        ;   0.030;        ;<;  51.200;        ;   3;   1.027;   0.003;  -3.893;   0.240;      ;      ; 922;161.42608;-63.82217
161.4292083;-64.1836944;10454301-6411013; IC2602;GIRAFFE; 4831;  99;   4.417;        ;  -0.057;   0.102;<;  32.900;        ;   3;   1.024;   0.002;   3.501;   0.240;      ;      ; 923;161.42921;-64.18369
161.4352083;-63.3080556;10454445-6318290; IC2602;GIRAFFE; 4990; 123;   4.359;        ;  -0.090;   0.141; ;  44.300;        ;   0;   1.016;   0.005;   2.930;   0.247;      ;      ; 924;161.43521;-63.30806
161.4367500;-64.9778333;10454482-6458402; IC2602;GIRAFFE; 4304; 260;   4.347;        ;  -0.205;   0.051;<;  25.800;        ;   3;   1.044;   0.003;  19.965;   0.241;      ;      ; 925;161.43675;-64.97783
161.4384583;-63.8094167;10454523-6348339; IC2602;GIRAFFE; 4930; 133;   3.120;        ;  -0.042;   0.078;<;  26.800;        ;   3;   1.025;   0.003; -16.304;   0.241;      ;      ; 926;161.43846;-63.80942
161.4389167;-64.2893333;10454534-6417216; IC2602;GIRAFFE; 4473; 139;   2.204;   0.167;   0.140;   0.059;<;  53.200;        ;   3;   1.023;   0.002;  -1.607;   0.240;      ;      ; 927;161.43892;-64.28933
161.4414167;-63.3057500;10454594-6318207; IC2602;GIRAFFE; 5002;  64;   3.016;   0.192;  -0.040;   0.090;<;  29.700;        ;   3;   1.006;   0.006;  25.517;   0.249;      ;      ; 928;161.44142;-63.30575
161.4426250;-64.3608611;10454623-6421391; IC2602;GIRAFFE; 5103;    ;   3.354;        ;  -0.618;        ;<;  44.800;        ;   3;   1.010;   0.003;  73.448;   0.241;      ;      ; 929;161.44262;-64.36086
161.4462917;-63.4550833;10454711-6327183; IC2602;GIRAFFE; 4773;  48;   2.569;   0.090;  -0.045;   0.006;<;  23.500;        ;   3;   1.027;   0.002; -27.609;   0.240;      ;      ; 930;161.44629;-63.45508
161.4473333;-64.9520556;10454736-6457074; IC2602;GIRAFFE; 4789;  56;   2.660;   0.112;   0.039;   0.035;<;  23.700;        ;   3;   1.023;   0.002;  -4.601;   0.241;      ;      ; 931;161.44733;-64.95206
161.4489583;-65.0167778;10454775-6501004; IC2602;GIRAFFE; 4473; 215;   4.615;        ;   0.125;   0.068; ; 197.350;   2.540;   0;   1.024;   0.002;  14.421;   0.240;      ;      ; 932;161.44896;-65.01678
161.4495417;-64.8686389;10454789-6452071; IC2602;GIRAFFE; 4679;  77;   2.528;   0.156;   0.001;   0.057;<;  39.400;        ;   3;   1.018;   0.002;   7.977;   0.240;      ;      ; 933;161.44954;-64.86864
161.4560000;-65.0136389;10454944-6500491; IC2602;GIRAFFE; 3580;  59;   4.730;        ;  -0.230;        ; ; 139.100;        ;   0;   0.815;   0.005;  91.113;   0.246;      ;      ; 934;161.45600;-65.01364
161.4665833;-64.8183333;10455198-6449060; IC2602;GIRAFFE; 4544; 118;   2.284;   0.192;  -0.081;   0.093;<;  36.100;        ;   3;   1.019;   0.004;  15.036;   0.242;      ;      ; 935;161.46658;-64.81833
161.4749167;-64.3324722;10455398-6419569; IC2602;GIRAFFE; 4718;  26;   2.581;   0.053;   0.050;   0.038;<;  36.700;        ;   3;   1.017;   0.002;  12.088;   0.240;      ;      ; 936;161.47492;-64.33247
161.4793333;-63.3841944;10455504-6323031; IC2602;GIRAFFE; 4925; 146;   2.829;        ;  -0.069;   0.122;<;  13.600;        ;   3;   1.022;   0.002;   4.415;   0.240;      ;      ; 937;161.47933;-63.38419
161.4910417;-63.4285000;10455785-6325426; IC2602;GIRAFFE; 4985; 111;   4.064;        ;  -0.039;   0.089; ; 357.700;   3.899;   0;   1.019;   0.002; -33.995;   0.240;      ;      ; 938;161.49104;-63.42850
161.4934167;-63.2838611;10455842-6317019; IC2602;GIRAFFE; 4578; 111;   2.376;   0.166;   0.021;   0.013;<;  36.800;        ;   3;   1.021;   0.003; -59.224;   0.241;      ;      ; 939;161.49342;-63.28386
161.4942083;-64.0835833;10455861-6405009; IC2602;GIRAFFE; 4419; 182;   4.720;        ;  -0.075;   0.034;<;  34.400;        ;   3;   1.038;   0.002;   3.848;   0.240;      ;      ; 940;161.49421;-64.08358
161.4957500;-63.4148333;10455898-6324534; IC2602;GIRAFFE; 4789; 126;   2.820;        ;  -0.090;   0.159;<;  19.500;        ;   3;   1.020;   0.002;  17.365;   0.241;      ;      ; 941;161.49575;-63.41483
161.4979583;-63.3116944;10455951-6318421; IC2602;GIRAFFE; -999;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ; -17.178;   3.192;      ;      ; 942;161.49796;-63.31169
161.5039583;-63.9683889;10460095-6358062; IC2602;GIRAFFE; 4476; 144;   4.490;        ;  -0.126;   0.135;<;  23.200;        ;   3;   1.033;   0.003; -42.839;   0.241;      ;      ; 943;161.50396;-63.96839
161.5047083;-64.8266111;10460113-6449358; IC2602;GIRAFFE; 4844;  89;   2.667;   0.126;  -0.030;   0.043; ;  48.833;   6.302;   0;   1.019;   0.003;   2.075;   0.242;      ;      ; 944;161.50471;-64.82661
161.5053750;-64.4136667;10460129-6424492; IC2602;GIRAFFE; 4841; 192;   2.539;        ;  -0.206;   0.207;<;  23.400;   3.750;   3;   1.017;   0.002;  49.329;   0.241;      ;      ; 945;161.50537;-64.41367
161.5094167;-64.2398611;10460226-6414235; IC2602;GIRAFFE; 4986; 196;   4.343;        ;  -0.085;   0.132; ;  43.700;   1.150;   0;   1.013;   0.001;   0.598;   0.240;      ;      ; 946;161.50942;-64.23986
161.5134583;-64.9090000;10460323-6454324; IC2602;GIRAFFE; 4951;  67;   2.896;   0.197;   0.021;   0.028;<;  23.500;        ;   3;   1.023;   0.004;  -3.013;   0.244;      ;      ; 947;161.51346;-64.90900
161.5247500;-64.1918056;10460594-6411305; IC2602;GIRAFFE; 4551;    ;   2.510;        ;  -0.100;        ;<;  31.600;        ;   3;   1.041;   0.002; -23.970;   0.240;      ;      ; 948;161.52475;-64.19181
161.5255000;-63.3664167;10460612-6321591; IC2602;GIRAFFE; 4569;  32;   2.590;        ;  -0.059;   0.016;<;  39.200;        ;   3;   1.042;   0.002; -10.638;   0.241;      ;      ; 949;161.52550;-63.36642
161.5258750;-64.0797500;10460621-6404471; IC2602;GIRAFFE; 4576; 114;   2.210;   0.196;  -0.122;   0.128;<;  33.200;        ;   3;   1.025;   0.002;  12.675;   0.240;      ;      ; 950;161.52587;-64.07975
161.5417500;-64.7859444;10461002-6447094; IC2602;GIRAFFE; 4631;  58;   2.332;   0.187;  -0.098;   0.072;<;  22.200;        ;   3;   1.029;   0.002; -20.015;   0.240;      ;      ; 951;161.54175;-64.78594
161.5422917;-63.2810278;10461015-6316517; IC2602;GIRAFFE; 4497; 160;   4.194;        ;   0.113;   0.070;<;  47.900;        ;   3;   1.019;   0.003;   2.772;   0.240;      ;      ; 952;161.54229;-63.28103
161.5464583;-63.8957500;10461115-6353447; IC2602;GIRAFFE; 4540;  91;   4.115;        ;  -0.017;   0.045;<;  23.100;        ;   3;   1.041;   0.004; -29.742;   0.241;      ;      ; 953;161.54646;-63.89575
161.5537917;-63.4008056;10461291-6324029; IC2602;GIRAFFE; 4589;  99;   2.412;   0.157;   0.024;   0.054; ;  45.000;        ;   0;   1.017;   0.002;  11.407;   0.241;      ;      ; 954;161.55379;-63.40081
161.5543333;-64.4355278;10461304-6426079; IC2602;GIRAFFE; 3389; 152;   4.681;   0.074;  -0.270;        ;<; 100.000;        ;   3;   0.848;   0.012;  18.714;   0.479; 0.941;      ; 955;161.55433;-64.43553
161.5552500;-64.3387500;10461326-6420195; IC2602;GIRAFFE; 3545;  35;   4.672;   0.072;  -0.220;        ; ;  96.200;        ;   0;   0.796;   0.012;   5.556;   0.430; 0.048;      ; 956;161.55525;-64.33875
161.5553750;-64.3601389;10461329-6421365; IC2602;GIRAFFE; 4851; 114;   3.028;        ;  -0.172;   0.127;<;  32.700;        ;   3;   1.018;   0.002;  65.713;   0.240;      ;      ; 957;161.55537;-64.36014
161.5587500;-63.6079444;10461410-6336286; IC2602;GIRAFFE; 4651;   7;   2.376;   0.115;  -0.099;   0.058;<;  24.500;        ;   3;   1.024;   0.003;   1.848;   0.241;      ;      ; 958;161.55875;-63.60794
161.5595417;-63.4190556;10461429-6325086; IC2602;GIRAFFE; 5011; 182;   4.320;        ;  -0.116;   0.134;<;  20.400;        ;   3;   1.018;   0.002; -13.167;   0.240;      ;      ; 959;161.55954;-63.41906
161.5628333;-63.3112778;10461508-6318406; IC2602;GIRAFFE; 4954; 186;   3.230;        ;  -0.080;   0.091;<;  26.100;        ;   3;   1.027;   0.003; -14.622;   0.241;      ;      ; 960;161.56283;-63.31128
161.5635000;-64.4447222;10461524-6426410; IC2602;GIRAFFE; 4425; 176;   2.520;        ;  -0.089;   0.002;<;  32.200;        ;   3;   1.042;   0.003; -16.765;   0.241;      ;      ; 961;161.56350;-64.44472
161.5652917;-63.3368056;10461567-6320125; IC2602;GIRAFFE; 5128;    ;   3.370;        ;  -0.100;        ; ;  67.733;   3.427;   0;   1.017;   0.003; -28.117;   0.243;      ;      ; 962;161.56529;-63.33681
161.5701250;-64.2812222;10461683-6416524; IC2602;GIRAFFE; 4586; 107;   2.400;   0.191;   0.048;   0.032; ;  64.667;  11.927;   0;   1.025;   0.002;  18.639;   0.240;      ;      ; 963;161.57012;-64.28122
161.5749167;-64.7965556;10461798-6447476; IC2602;GIRAFFE; 4334;    ;   2.870;        ;  -0.179;        ; ;  54.900;        ;   0;   0.993;   0.022;  30.801;   0.900;      ;      ; 964;161.57492;-64.79656
161.5759167;-63.3589722;10461822-6321323; IC2602;GIRAFFE; 4837;  65;   2.638;   0.093;   0.012;   0.011;<;  25.100;        ;   3;   1.022;   0.002; -26.852;   0.240;      ;      ; 965;161.57592;-63.35897
161.5765417;-64.9231111;10461837-6455232; IC2602;GIRAFFE; 5117;  54;   3.420;        ;  -0.036;   0.068;<;  28.000;        ;   3;   1.010;   0.002;  15.473;   0.240;      ;      ; 966;161.57654;-64.92311
161.5766667;-63.6183611;10461840-6337061; IC2602;GIRAFFE; 5002;  92;   3.140;        ;  -0.070;   0.075;<;  16.000;        ;   3;   1.019;   0.002; -40.511;   0.241;      ;      ; 967;161.57667;-63.61836
161.5909583;-64.3060556;10462183-6418218; IC2602;GIRAFFE; 5019; 191;   3.130;        ;  -0.099;   0.140;<;  19.100;        ;   3;   1.024;   0.003; -20.264;   0.241;      ;      ; 968;161.59096;-64.30606
161.5911667;-63.5608611;10462188-6333391; IC2602;GIRAFFE; 4592;  99;   2.395;   0.178;   0.023;   0.054;<;  45.400;        ;   3;   1.022;   0.002;  14.609;   0.240;      ;      ; 969;161.59117;-63.56086
161.5998333;-63.6457222;10462396-6338446; IC2602;GIRAFFE; 4948;  94;   3.040;        ;  -0.057;   0.103;<;  17.500;        ;   3;   1.019;   0.003; -35.042;   0.241;      ;      ; 970;161.59983;-63.64572
161.6046250;-63.5337778;10462511-6332016; IC2602;GIRAFFE; 4678;  78;   2.488;   0.170;  -0.096;   0.084;<;  29.400;        ;   3;   1.017;   0.002; -16.307;   0.240;      ;      ; 971;161.60462;-63.53378
161.6086667;-63.2619722;10462608-6315431; IC2602;GIRAFFE; 3828;    ;   3.583;        ;  -0.796;        ; ;  59.700;        ;    ;   0.913;        ;   5.520;   2.143;      ;      ; 972;161.60867;-63.26197
161.6097500;-64.4399722;10462634-6426239; IC2602;GIRAFFE; 4730;  62;   2.556;   0.192;  -0.062;   0.095;<;  28.400;        ;   3;   1.022;   0.003;   6.605;   0.241;      ;      ; 973;161.60975;-64.43997
161.6120417;-64.3924444;10462689-6423328; IC2602;GIRAFFE; 4674;  23;   2.418;   0.037;  -0.055;   0.021; ;  62.433;  10.591;   0;   1.021;   0.004;  10.254;   0.242;      ;      ; 974;161.61204;-64.39244
161.6124583;-63.5773056;10462699-6334383; IC2602;GIRAFFE; 4656;   1;   2.421;   0.064;  -0.039;   0.015;<;  34.100;        ;   3;   1.022;   0.002;   0.855;   0.240;      ;      ; 975;161.61246;-63.57731
161.6156667;-63.4834167;10462776-6329003; IC2602;GIRAFFE; 8259;    ;   4.261;        ;   0.110;        ; ;  46.000;        ;   0;   0.983;   0.022;  38.958;   1.723; 0.085;      ; 976;161.61567;-63.48342
161.6157917;-63.3201944;10462779-6319127; IC2602;GIRAFFE; 4678;  23;   2.507;   0.048;   0.046;   0.036;<;  41.800;        ;   3;   1.017;   0.003;   5.068;   0.240;      ;      ; 977;161.61579;-63.32019
161.6229167;-63.5977500;10462950-6335519; IC2602;GIRAFFE; 4409; 206;   2.500;        ;  -0.201;   0.092; ; 160.300;   4.758;   0;   1.056;   0.003;  64.798;   0.240;      ;      ; 978;161.62292;-63.59775
161.6314167;-63.4942222;10463154-6329392; IC2602;GIRAFFE; 4755;  51;   2.333;   0.075;   0.019;   0.043;<;  26.600;        ;   3;   1.021;   0.002;  44.131;   0.240;      ;      ; 979;161.63142;-63.49422
161.6363333;-64.4314722;10463272-6425533; IC2602;GIRAFFE; 5160;  10;   3.212;   0.124;   0.030;   0.041; ;  29.500;        ;   0;   1.012;   0.003; -12.829;   0.242;      ;      ; 980;161.63633;-64.43147
161.6366250;-63.3069167;10463279-6318249; IC2602;GIRAFFE; 4546;    ;   2.455;        ;  -0.307;        ;<;  64.500;        ;   3;   1.010;   0.018;  -0.908;   0.435;      ;      ; 981;161.63662;-63.30692
161.6404167;-64.2540556;10463370-6415146; IC2602;GIRAFFE; -999;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ; 166.929; 326.946;      ;      ; 982;161.64042;-64.25406
161.6451250;-64.2392778;10463483-6414214; IC2602;GIRAFFE; 4570; 149;   2.750;        ;   0.057;   0.063;<;  58.800;        ;   3;   1.024;   0.002;  45.501;   0.240;      ;      ; 983;161.64512;-64.23928
161.6526250;-64.1028056;10463663-6406101; IC2602;GIRAFFE; 3301;    ;        ;        ;        ;        ; ; 236.800;        ;    ;   0.733;        ; 450.145;   3.656;      ;      ; 984;161.65262;-64.10281
161.6612083;-64.0943611;10463869-6405397; IC2602;GIRAFFE; 4691;  25;   2.461;   0.052;   0.001;   0.068;<;  45.200;        ;   3;   1.029;   0.002; -18.386;   0.241;      ;      ; 985;161.66121;-64.09436
161.6638333;-64.4025000;10463932-6424090; IC2602;GIRAFFE; 4401; 200;   2.500;        ;  -0.149;   0.002;<;  23.100;        ;   3;   1.055;   0.003;  -8.362;   0.241;      ;      ; 986;161.66383;-64.40250
161.6641250;-64.1988611;10463939-6411559; IC2602;GIRAFFE; 4900; 175;   3.010;        ;  -0.078;   0.137;<;  21.400;        ;   3;   1.020;   0.002;  12.036;   0.241;      ;      ; 987;161.66412;-64.19886
161.6645833;-63.4588333;10463950-6327318; IC2602;GIRAFFE; 4892;  36;   2.627;   0.042;   0.007;   0.064;<;  29.800;        ;   3;   1.023;   0.002;  -4.957;   0.240;      ;      ; 988;161.66458;-63.45883
